Honesty ,Scalability ,Robustness,Direct Trust,Indirect Trust,Aggregation
0.395,0.444,0.689,0.789,0.885,0.640
0.625,0.221,0.440,0.836,0.983,0.621
0.383,0.259,0.105,0.575,0.894,0.443
0.999,0.523,0.877,0.194,0.361,0.591
0.724,0.268,0.219,0.477,0.273,0.392
0.054,0.413,0.911,0.051,0.637,0.413
0.025,0.973,0.298,0.719,0.112,0.425
0.960,0.824,0.017,0.234,0.981,0.603
0.194,0.340,0.226,0.689,0.199,0.330
0.692,0.830,0.442,0.771,0.819,0.711
0.438,0.714,0.042,0.388,0.698,0.456
0.817,0.396,0.194,0.692,0.941,0.608
0.253,0.257,0.081,0.489,0.076,0.231
0.712,0.062,0.049,0.714,0.934,0.494
0.730,0.121,0.576,0.488,0.248,0.433
0.074,0.479,0.880,0.022,0.796,0.450
0.089,0.208,0.758,0.444,0.410,0.382
0.068,0.474,0.657,0.058,0.362,0.324
0.266,0.482,0.536,0.380,0.347,0.402
0.408,0.659,0.333,0.035,0.165,0.320
0.872,0.333,0.310,0.313,0.966,0.559
0.555,0.614,0.444,0.456,0.608,0.536
0.355,0.008,0.762,0.903,0.926,0.591
0.293,0.730,0.314,0.122,0.597,0.411
0.436,0.483,0.867,0.272,0.574,0.526
0.931,0.028,0.319,0.945,0.223,0.489
0.052,0.852,0.949,0.388,0.468,0.542
0.418,0.593,0.835,0.225,0.063,0.427
0.983,0.434,0.992,0.096,0.745,0.650
0.857,0.823,0.475,0.286,0.244,0.537
0.666,0.187,0.127,0.065,0.483,0.306
0.566,0.651,0.219,0.139,0.983,0.512
0.715,0.697,0.474,0.328,0.241,0.491
0.749,0.482,0.886,0.742,0.088,0.589
0.103,0.877,0.236,0.208,0.224,0.330
0.765,0.093,0.764,0.700,0.352,0.535
0.319,0.586,0.367,0.983,0.862,0.624
0.503,0.092,0.748,0.261,0.416,0.404
0.248,0.721,0.247,0.122,0.083,0.284
0.905,0.778,0.844,0.501,0.098,0.625
0.276,0.349,0.361,0.355,0.221,0.312
0.755,0.209,0.851,0.944,0.816,0.715
0.250,0.556,0.238,0.595,0.259,0.380
0.181,0.357,0.188,0.145,0.825,0.339
0.882,0.579,0.595,0.786,0.442,0.657
0.238,0.495,0.662,0.267,0.198,0.372
0.293,0.577,0.304,0.677,0.232,0.416
0.944,0.180,0.646,0.255,0.037,0.412
0.617,0.003,0.939,0.759,0.169,0.497
0.990,0.631,0.475,0.850,0.267,0.642
0.375,0.609,0.503,0.672,0.726,0.577
0.454,0.208,0.149,0.871,0.579,0.452
0.898,0.574,0.183,0.612,0.710,0.595
0.616,0.148,0.729,0.058,0.096,0.329
0.494,0.684,0.887,0.890,0.780,0.747
0.397,0.973,0.514,0.011,0.537,0.486
0.728,0.994,0.622,0.950,0.530,0.765
0.903,0.769,0.033,0.547,0.836,0.618
0.380,0.284,0.467,0.274,0.159,0.313
0.808,0.219,0.238,0.843,0.520,0.526
0.654,0.782,0.781,0.469,0.721,0.682
0.715,0.222,0.453,0.237,0.041,0.334
0.831,0.336,0.861,0.962,0.111,0.620
0.130,0.451,0.567,0.401,0.398,0.389
0.529,0.401,0.767,0.755,0.015,0.493
0.611,0.331,0.668,0.366,0.929,0.581
0.514,0.218,0.666,0.875,0.955,0.646
0.536,0.976,0.788,0.532,0.951,0.757
0.939,0.354,0.549,0.966,0.605,0.683
0.809,0.828,0.022,0.480,0.750,0.577
0.040,0.792,0.296,0.682,0.968,0.556
0.669,0.559,0.130,0.523,0.529,0.482
0.813,0.011,0.903,0.343,0.593,0.533
0.647,0.609,0.459,0.886,0.248,0.570
0.272,0.577,0.482,0.141,0.451,0.385
0.685,0.880,0.697,0.837,0.157,0.651
0.476,0.945,0.797,0.002,0.166,0.477
0.278,0.574,0.657,0.912,0.173,0.519
0.214,0.342,0.979,0.832,0.775,0.628
0.914,0.240,0.519,0.379,0.323,0.475
0.776,0.371,0.062,0.290,0.653,0.430
0.430,0.605,0.124,0.258,0.483,0.380
0.832,0.257,0.549,0.509,0.251,0.480
0.689,0.508,0.872,0.400,0.889,0.672
0.007,0.278,0.002,0.325,0.511,0.225
0.476,0.230,0.740,0.933,0.378,0.551
0.412,0.905,0.093,0.624,0.245,0.456
0.872,0.861,0.769,0.906,0.827,0.847
0.659,0.590,0.737,0.992,0.129,0.622
0.931,0.623,0.033,0.381,0.360,0.466
0.962,0.507,0.798,0.116,0.594,0.595
0.283,0.669,0.509,0.876,0.523,0.572
0.147,0.282,0.324,0.033,0.950,0.347
0.667,0.076,0.455,0.464,0.713,0.475
0.560,0.777,0.305,0.707,0.143,0.498
0.081,0.354,0.897,0.284,0.880,0.499
0.233,0.250,0.696,0.190,0.536,0.381
0.053,0.690,0.827,0.822,0.992,0.677
0.494,0.488,0.442,0.067,0.979,0.494
0.516,0.689,0.722,0.196,0.491,0.523
0.287,0.489,0.078,0.262,0.217,0.267
0.754,0.061,0.424,0.792,0.400,0.486
0.081,0.656,0.206,0.503,0.906,0.470
0.028,0.518,0.780,0.976,0.454,0.551
0.486,0.848,0.210,0.960,0.649,0.631
0.681,0.190,0.094,0.185,0.002,0.230
0.161,0.535,0.808,0.113,0.261,0.375
0.839,0.015,0.940,0.531,0.829,0.631
0.316,0.948,0.312,0.459,0.885,0.584
0.896,0.296,0.361,0.635,0.120,0.462
0.217,0.533,0.006,0.126,0.108,0.198
0.910,0.065,0.315,0.983,0.868,0.628
0.331,0.738,0.949,0.999,0.939,0.791
0.114,0.881,0.409,0.067,0.382,0.371
0.824,0.182,0.144,0.439,0.320,0.382
0.388,0.784,0.891,0.255,0.445,0.553
0.424,0.862,0.206,0.226,0.333,0.410
0.423,0.275,0.832,0.513,0.257,0.460
0.672,0.855,0.666,0.049,0.928,0.634
0.913,0.925,0.144,0.911,0.405,0.660
0.954,0.570,0.429,0.037,0.773,0.553
0.419,0.185,0.187,0.893,0.565,0.450
0.998,0.499,0.539,0.410,0.006,0.490
0.362,0.736,0.112,0.709,0.312,0.446
0.556,0.457,0.857,0.617,0.446,0.587
0.620,0.192,0.116,0.384,0.236,0.310
0.594,0.644,0.278,0.898,0.116,0.506
0.274,0.723,0.731,0.320,0.492,0.508
0.065,0.082,0.836,0.636,0.504,0.424
0.496,0.204,0.567,0.081,0.102,0.290
0.236,0.670,0.670,0.833,0.156,0.513
0.015,0.022,0.367,0.050,0.059,0.102
0.722,0.325,0.283,0.219,0.640,0.438
0.393,0.082,0.498,0.322,0.580,0.375
0.959,0.007,0.303,0.220,0.795,0.457
0.882,0.249,0.558,0.679,0.250,0.524
0.446,0.834,0.709,0.142,0.641,0.554
0.354,0.377,0.644,0.254,0.724,0.471
0.489,0.992,0.925,0.543,0.519,0.694
0.661,0.180,0.790,0.437,0.806,0.575
0.205,0.143,0.504,0.257,0.121,0.246
0.054,0.636,0.893,0.299,0.258,0.428
0.313,0.569,0.275,0.954,0.747,0.572
0.919,0.901,0.673,0.388,0.194,0.615
0.097,0.537,0.656,0.797,0.817,0.581
0.813,0.493,0.882,0.137,0.815,0.628
0.438,0.794,0.118,0.592,0.398,0.468
0.492,0.438,0.514,0.215,0.274,0.387
0.991,0.551,0.063,0.016,0.052,0.335
0.249,0.654,0.550,0.557,0.250,0.452
0.775,0.699,0.882,0.875,0.616,0.769
0.637,0.265,0.889,0.386,0.449,0.525
0.398,0.471,0.627,0.794,0.878,0.633
0.792,0.747,0.214,0.041,0.751,0.509
0.679,0.149,0.039,0.233,0.040,0.228
0.163,0.016,0.715,0.574,0.290,0.352
0.047,0.120,0.662,0.992,0.423,0.449
0.159,0.218,0.313,0.476,0.368,0.307
0.306,0.466,0.648,0.919,0.276,0.523
0.034,0.199,0.546,0.225,0.109,0.222
0.261,0.039,0.559,0.642,0.221,0.344
0.335,0.345,0.036,0.652,0.525,0.379
0.769,0.496,0.443,0.109,0.683,0.500
0.761,0.195,0.077,0.313,0.529,0.375
0.561,0.891,0.868,0.339,0.632,0.658
0.908,0.107,0.425,0.317,0.724,0.496
0.257,0.150,0.203,0.631,0.239,0.296
0.095,0.241,0.913,0.150,0.990,0.478
0.758,0.346,0.746,0.529,0.355,0.547
0.201,0.358,0.953,0.440,0.043,0.399
0.898,0.687,0.038,0.833,0.063,0.504
0.053,0.601,0.689,0.064,0.668,0.415
0.855,0.727,0.149,0.398,0.653,0.556
0.961,0.672,0.298,0.156,0.337,0.485
0.493,0.547,0.952,0.067,0.403,0.492
0.846,0.727,0.618,0.807,0.020,0.603
0.852,0.923,0.123,0.815,0.972,0.737
0.250,0.493,0.492,0.841,0.702,0.556
0.108,0.986,0.925,0.343,0.051,0.483
0.295,0.769,0.004,0.038,0.633,0.348
0.257,0.780,0.886,0.691,0.221,0.567
0.798,0.109,0.078,0.609,0.982,0.515
0.456,0.555,0.328,0.792,0.961,0.619
0.637,0.799,0.860,0.694,0.727,0.743
0.441,0.021,0.415,0.705,0.498,0.416
0.860,1.000,0.713,0.197,0.339,0.622
0.567,0.236,0.813,0.127,0.724,0.493
0.701,0.053,0.070,0.021,0.401,0.249
0.532,0.424,1.000,0.109,0.374,0.488
0.933,0.490,0.903,0.441,0.302,0.614
0.097,0.704,0.054,0.357,0.042,0.251
0.725,0.435,0.634,0.922,0.905,0.724
0.113,0.193,0.243,0.933,0.307,0.358
0.192,0.924,0.259,0.061,0.131,0.313
0.557,0.938,0.644,0.733,0.650,0.704
0.788,0.568,0.089,0.471,0.955,0.574
0.903,0.982,0.821,0.972,0.744,0.884
0.126,0.079,0.700,0.202,0.520,0.326
0.795,0.670,0.382,0.444,0.805,0.619
0.870,0.770,0.311,0.667,0.581,0.640
0.634,0.750,0.783,0.238,0.630,0.607
0.534,0.443,0.053,0.314,0.404,0.350
0.976,0.284,0.798,0.260,0.050,0.473
0.283,0.433,0.190,0.123,0.013,0.208
0.231,0.938,0.349,0.230,0.175,0.384
0.078,0.700,0.639,0.504,0.161,0.416
0.266,0.285,0.130,0.262,0.856,0.360
0.481,0.588,0.599,0.767,0.366,0.560
0.424,0.660,0.064,0.670,0.283,0.420
0.767,0.876,0.242,0.440,0.293,0.524
0.985,0.145,0.387,0.124,0.649,0.458
0.862,0.510,0.266,0.709,0.978,0.665
0.982,0.910,0.587,0.159,0.019,0.531
0.163,0.667,0.107,0.252,0.243,0.286
0.774,0.209,0.862,0.221,0.171,0.447
0.343,0.769,0.719,0.781,0.997,0.722
0.407,0.323,0.076,0.928,0.791,0.505
0.406,0.559,0.740,0.181,0.735,0.524
0.377,0.924,0.739,0.547,0.463,0.610
0.416,0.126,0.082,0.443,0.064,0.227
0.339,0.969,0.063,0.255,0.688,0.463
0.178,0.215,0.265,0.064,0.935,0.331
0.389,0.590,0.499,0.304,0.598,0.476
0.366,0.541,0.022,0.927,0.832,0.537
0.165,0.584,0.109,0.221,0.343,0.285
0.538,0.467,0.516,0.808,0.170,0.500
0.426,0.020,0.165,0.703,0.763,0.415
0.786,0.221,0.067,0.383,0.430,0.377
0.368,0.300,0.313,0.651,0.101,0.347
0.507,0.738,0.469,0.957,0.178,0.570
0.026,0.786,0.448,0.805,0.849,0.583
0.050,0.784,0.434,0.100,0.976,0.469
0.038,0.163,0.544,0.624,0.215,0.317
0.932,0.519,0.509,0.263,0.357,0.516
0.730,0.391,0.001,0.052,0.481,0.331
0.881,0.962,0.455,0.508,0.124,0.586
0.938,0.186,0.976,0.892,0.828,0.764
0.109,0.875,0.992,0.406,0.549,0.586
0.120,0.309,0.374,0.693,0.187,0.336
0.090,0.411,0.483,0.873,0.313,0.434
0.102,0.190,0.473,0.588,0.368,0.344
0.327,0.526,0.903,0.315,0.760,0.566
0.253,0.863,0.372,0.088,0.434,0.402
0.777,0.661,0.461,0.507,0.941,0.669
0.344,0.139,0.730,0.001,0.552,0.353
0.162,0.484,0.569,0.751,0.617,0.517
0.652,0.585,0.705,0.007,0.372,0.464
0.781,0.730,0.707,0.112,0.343,0.535
0.835,0.711,0.382,0.870,0.528,0.665
0.047,0.423,0.556,0.889,0.688,0.520
0.960,0.390,0.985,0.901,0.592,0.766
0.128,0.606,0.578,0.626,0.168,0.421
0.396,0.655,0.590,0.236,0.805,0.537
0.198,0.356,0.106,0.561,0.324,0.309
0.314,0.835,0.571,0.929,0.842,0.698
0.770,0.627,0.875,0.168,0.278,0.544
0.304,0.128,0.690,0.087,0.655,0.373
0.455,0.780,0.841,0.329,0.104,0.502
0.429,0.320,0.864,0.793,0.809,0.643
0.689,0.357,0.510,0.679,0.254,0.498
0.211,0.138,0.388,0.142,0.132,0.202
0.293,0.641,0.717,0.490,0.342,0.497
0.809,0.096,0.293,0.274,0.318,0.358
0.897,0.928,0.568,0.499,0.114,0.601
0.241,0.968,0.239,0.095,0.915,0.492
0.757,0.869,0.241,0.648,0.756,0.654
0.420,0.807,0.604,0.535,0.423,0.558
0.175,0.627,0.227,0.156,0.670,0.371
0.412,0.083,0.699,0.181,0.304,0.336
0.009,0.889,0.561,0.336,0.927,0.545
0.020,0.295,0.218,0.274,0.623,0.286
0.202,0.665,0.660,0.959,0.130,0.523
0.604,0.420,0.649,0.140,0.364,0.435
0.267,0.775,0.030,0.902,0.051,0.405
0.331,0.747,0.050,0.983,0.227,0.468
0.213,0.702,0.121,0.798,0.948,0.556
0.012,0.896,0.068,0.777,0.618,0.474
0.755,0.780,0.041,0.625,0.200,0.480
0.773,0.392,0.198,0.430,0.791,0.517
0.927,0.693,0.194,0.759,0.346,0.584
0.127,0.721,0.943,0.240,0.434,0.493
0.474,0.155,0.721,0.760,0.058,0.434
0.294,0.018,0.951,0.535,0.721,0.504
0.160,0.014,0.883,0.511,0.403,0.394
0.902,0.169,0.098,0.312,0.852,0.467
0.945,0.652,0.146,0.563,0.839,0.629
0.686,0.095,0.992,0.444,0.502,0.544
0.239,0.585,0.657,0.397,0.106,0.397
0.442,0.257,0.742,0.085,0.702,0.446
0.158,0.396,0.260,0.985,0.320,0.424
0.012,0.541,0.823,0.012,0.303,0.338
0.444,0.506,0.014,0.030,0.013,0.201
0.818,0.640,0.541,0.928,0.515,0.688
0.945,0.020,0.014,0.794,0.648,0.484
0.234,0.864,0.738,0.291,0.689,0.563
0.096,0.993,0.824,0.033,0.448,0.479
0.707,0.567,0.550,0.818,0.921,0.713
0.443,0.034,0.007,0.641,0.389,0.303
0.469,0.911,0.151,0.053,0.345,0.386
0.526,0.676,0.466,0.633,0.888,0.638
0.739,0.652,0.587,0.872,0.237,0.617
0.762,0.764,0.707,0.951,0.465,0.730
0.397,0.231,0.599,0.676,0.321,0.445
0.767,0.722,0.901,0.686,0.611,0.737
0.871,0.411,0.955,0.220,0.625,0.616
0.493,0.432,0.470,0.154,0.760,0.462
0.063,0.384,0.240,0.465,0.137,0.258
0.745,0.727,0.459,0.890,0.969,0.758
0.773,0.023,0.119,0.759,0.401,0.415
0.463,0.964,0.429,0.412,0.803,0.614
0.816,0.654,0.240,0.976,0.224,0.582
0.768,0.893,0.470,0.479,0.115,0.545
0.833,0.978,0.769,0.878,0.219,0.735
0.351,0.844,0.464,0.217,0.383,0.452
0.328,0.011,0.425,0.330,0.217,0.262
0.342,0.318,0.300,0.050,0.368,0.276
0.488,0.795,0.781,0.463,0.235,0.552
0.604,0.783,0.417,0.584,0.779,0.633
0.040,0.389,0.640,0.180,0.110,0.272
0.818,0.943,0.780,0.352,0.387,0.656
0.097,0.112,0.033,0.261,0.562,0.213
0.402,0.684,0.204,0.929,0.531,0.550
0.723,0.126,0.804,0.415,0.457,0.505
0.544,0.620,0.909,0.243,0.447,0.553
0.636,0.528,0.195,0.991,0.870,0.644
0.831,0.010,0.630,0.545,0.333,0.470
0.600,0.635,0.524,0.538,0.317,0.523
0.189,0.860,0.085,0.752,0.825,0.542
0.605,0.426,0.964,0.046,0.691,0.546
0.999,0.112,0.416,0.668,0.340,0.507
0.762,0.578,0.491,0.652,0.604,0.617
0.411,0.314,0.793,0.654,0.525,0.539
0.987,0.414,0.557,0.056,0.683,0.540
0.476,0.442,0.163,0.851,0.700,0.526
0.651,0.318,0.419,0.471,0.617,0.495
0.378,0.738,0.846,0.763,0.574,0.660
0.009,0.784,0.656,0.032,0.291,0.354
0.282,0.895,0.011,0.992,0.077,0.451
0.015,0.256,0.640,0.686,0.580,0.435
0.413,0.705,0.302,0.173,0.649,0.448
0.227,0.289,0.505,0.973,0.830,0.565
0.896,0.554,0.401,0.401,0.637,0.578
0.562,0.908,0.848,0.496,0.680,0.699
0.455,0.289,0.089,0.861,0.466,0.432
0.768,0.766,0.459,0.513,0.615,0.624
0.106,0.596,0.198,0.313,0.601,0.363
0.398,0.206,0.977,0.961,0.085,0.526
0.119,0.401,0.969,0.780,0.106,0.475
0.712,0.807,0.925,0.708,0.874,0.805
0.457,0.441,0.962,0.984,0.885,0.746
0.648,0.555,0.831,0.993,0.357,0.677
0.380,0.605,0.974,0.773,0.988,0.744
0.592,0.112,0.142,0.567,0.107,0.304
0.847,0.819,0.479,0.387,0.386,0.584
0.867,0.261,0.588,0.784,0.833,0.667
0.747,0.667,0.148,0.104,0.500,0.433
0.467,0.561,0.094,0.259,0.330,0.342
0.067,0.423,0.831,0.607,0.012,0.388
0.433,0.506,0.620,0.613,0.636,0.561
0.848,0.842,0.661,0.152,0.962,0.693
0.770,0.173,0.686,0.418,0.195,0.448
0.639,0.158,0.643,0.520,0.140,0.420
0.673,0.529,0.157,0.870,0.810,0.608
0.675,0.155,0.328,0.262,0.055,0.295
0.396,0.290,0.040,0.029,0.923,0.336
0.471,0.222,0.991,0.486,0.980,0.630
0.626,0.530,0.493,0.338,0.958,0.589
0.345,0.839,0.533,0.645,0.519,0.576
0.144,0.668,0.459,0.453,0.505,0.446
0.496,0.349,0.430,0.270,0.658,0.441
0.826,0.371,0.271,0.457,0.681,0.521
0.129,0.723,0.576,0.347,0.114,0.378
0.174,0.689,0.076,0.937,0.472,0.470
0.325,0.119,0.991,0.444,0.605,0.497
0.430,0.929,0.773,0.611,0.448,0.638
0.102,0.624,0.843,0.029,0.465,0.413
0.549,0.691,0.515,0.725,0.374,0.571
0.109,0.403,0.301,0.492,0.074,0.276
0.650,0.981,0.372,0.031,0.893,0.585
0.964,0.307,0.813,0.444,0.356,0.577
0.223,0.765,0.353,0.292,0.667,0.460
0.521,0.739,0.656,0.330,0.807,0.611
0.698,0.638,0.748,0.683,0.871,0.728
0.062,0.884,0.291,0.629,0.638,0.501
0.518,0.641,0.499,0.492,0.271,0.484
0.479,0.208,0.828,0.916,0.231,0.532
0.982,0.911,0.632,0.214,0.209,0.590
0.650,0.865,0.152,0.312,0.753,0.546
0.446,0.119,0.489,0.874,0.812,0.548
0.732,0.709,0.028,0.271,0.901,0.528
0.912,0.263,0.571,0.537,0.156,0.488
0.675,0.027,0.279,0.427,0.653,0.412
0.425,0.357,0.783,0.029,0.601,0.439
0.756,0.665,0.908,0.009,0.929,0.654
0.301,0.095,0.159,0.575,0.690,0.364
0.569,0.972,0.221,0.117,0.722,0.520
0.476,0.105,0.021,0.664,0.263,0.306
0.045,0.671,0.992,0.920,0.023,0.530
0.857,0.388,0.465,0.003,0.789,0.501
0.354,0.627,0.981,0.038,0.762,0.553
0.085,0.054,0.019,0.414,0.098,0.134
0.418,0.734,0.323,0.187,0.724,0.477
0.306,0.643,0.835,0.841,0.392,0.603
0.852,0.145,0.313,0.080,0.926,0.463
0.024,0.103,0.821,0.493,0.536,0.395
0.513,0.005,0.431,0.720,0.172,0.368
0.317,0.041,0.318,0.065,0.621,0.272
0.491,0.508,0.169,0.081,0.818,0.413
0.689,0.309,0.723,0.902,0.979,0.720
0.496,0.350,0.276,0.411,0.289,0.364
0.301,0.762,0.812,0.494,0.557,0.585
0.918,0.846,0.288,0.191,0.902,0.629
0.979,0.301,0.852,0.330,0.322,0.557
0.467,0.680,0.822,0.176,0.061,0.441
0.548,0.555,0.234,0.555,0.874,0.553
0.738,0.434,0.217,0.775,0.618,0.557
0.136,0.870,0.520,0.239,0.855,0.524
0.680,0.699,0.086,0.921,0.062,0.490
0.876,0.774,0.106,0.633,0.026,0.483
0.340,0.554,0.390,0.715,0.218,0.443
0.763,0.142,0.130,0.737,0.050,0.364
0.584,0.109,0.409,0.708,0.137,0.389
0.730,0.695,0.518,0.818,0.348,0.622
0.798,0.710,0.532,0.839,0.448,0.665
0.173,0.528,0.744,0.223,0.097,0.353
0.560,0.350,0.598,0.827,0.493,0.565
0.008,0.314,0.018,0.493,0.805,0.328
0.734,0.945,0.549,0.356,0.255,0.568
0.859,0.100,0.070,0.113,0.635,0.355
0.260,0.260,0.829,0.961,0.666,0.595
0.586,0.175,0.046,0.390,0.018,0.243
0.370,0.634,0.506,0.403,0.789,0.541
0.752,0.283,0.762,0.804,0.747,0.670
0.150,0.722,0.487,0.691,0.252,0.460
0.984,0.996,0.168,0.371,0.100,0.524
0.855,0.159,0.382,0.362,0.470,0.445
0.245,0.448,0.352,0.514,0.237,0.359
0.092,0.896,0.243,0.773,0.340,0.469
0.606,0.586,0.236,0.306,0.915,0.530
0.961,0.766,0.174,0.044,0.502,0.489
0.122,0.072,0.414,0.038,0.307,0.191
0.539,0.533,0.230,0.920,0.324,0.509
0.044,0.582,0.968,0.792,0.150,0.507
0.395,0.659,0.786,0.038,0.501,0.476
0.062,0.574,0.332,0.903,0.870,0.548
0.686,0.234,0.801,0.298,0.700,0.544
0.458,0.463,0.822,0.960,0.942,0.729
0.631,0.590,0.322,0.483,0.275,0.460
0.269,0.568,0.643,0.575,0.176,0.446
0.044,0.882,0.984,0.100,0.533,0.509
0.514,0.245,0.719,0.850,0.362,0.538
0.537,0.726,0.964,0.915,0.552,0.739
0.294,0.747,0.566,0.024,0.593,0.445
0.571,0.115,0.127,0.381,0.436,0.326
0.652,0.501,0.463,0.561,0.536,0.543
0.516,0.237,0.794,0.345,0.925,0.563
0.482,0.637,0.605,0.857,0.242,0.564
0.126,0.792,0.962,0.058,0.459,0.479
0.545,0.994,0.663,0.404,0.479,0.617
0.125,0.513,0.371,0.778,0.730,0.503
0.901,0.842,0.158,0.953,0.287,0.628
0.202,0.879,0.958,0.789,0.722,0.710
0.214,0.595,0.522,0.629,0.393,0.471
0.512,0.897,0.504,0.482,0.032,0.486
0.886,0.147,0.003,0.139,0.512,0.337
0.797,0.528,0.156,0.214,0.039,0.347
0.886,0.476,0.725,0.304,0.110,0.500
0.451,0.890,0.389,0.225,0.959,0.583
0.985,0.255,0.670,0.099,0.278,0.457
0.420,0.488,0.874,0.291,0.416,0.498
0.844,0.534,0.317,0.196,0.151,0.408
0.196,0.191,0.166,0.223,0.914,0.338
0.987,0.279,0.379,0.517,0.985,0.629
0.780,0.849,0.799,0.261,0.496,0.637
0.318,0.953,0.829,0.696,0.381,0.635
0.207,0.587,0.375,0.807,0.742,0.544
0.990,0.836,0.983,0.975,0.370,0.831
0.182,0.271,0.180,0.013,0.622,0.254
0.146,0.242,0.231,0.689,0.387,0.339
0.057,0.709,0.703,0.692,0.340,0.500
0.617,0.964,0.272,0.095,0.039,0.397
0.114,0.451,0.688,0.775,0.657,0.537
0.816,0.244,0.851,0.004,0.968,0.576
0.442,0.409,0.287,0.287,0.349,0.355
0.557,0.033,0.151,0.082,0.936,0.352
0.711,0.618,0.353,0.818,0.157,0.531
0.045,0.660,0.299,0.173,0.437,0.323
0.216,0.624,0.043,0.393,0.569,0.369
0.255,0.184,0.227,0.092,0.249,0.201
0.718,0.479,0.659,0.465,0.995,0.663
0.576,0.732,0.080,0.349,0.147,0.377
0.132,0.119,0.217,0.112,0.279,0.172
0.901,0.256,0.332,0.455,0.232,0.435
0.097,0.918,0.725,0.115,0.058,0.383
0.159,0.788,0.537,0.182,0.516,0.436
0.384,0.816,0.300,0.963,0.648,0.622
0.346,0.877,0.995,0.974,0.417,0.722
0.784,0.175,0.397,0.509,0.936,0.560
0.134,0.966,0.910,0.219,0.346,0.515
0.580,0.263,0.927,0.558,0.805,0.627
0.112,0.558,0.167,0.651,0.996,0.497
0.047,0.671,0.838,0.169,0.699,0.485
0.817,0.320,0.123,0.473,0.434,0.433
0.187,0.000,0.680,0.788,0.121,0.355
0.775,0.980,0.594,0.307,0.961,0.723
0.472,0.813,0.729,0.553,0.880,0.690
0.523,0.516,0.573,0.419,0.354,0.477
0.635,0.872,0.432,0.038,0.495,0.494
0.354,0.886,0.074,0.930,0.735,0.596
0.171,0.237,0.012,0.480,0.630,0.306
0.690,0.547,0.932,0.284,0.847,0.660
0.827,0.631,0.424,0.087,0.402,0.474
0.226,0.456,0.522,0.576,0.106,0.377
0.307,0.570,0.311,0.978,0.383,0.510
0.281,0.941,0.253,0.456,0.522,0.491
0.805,0.931,0.352,0.834,0.580,0.700
0.983,0.482,0.943,0.682,0.050,0.628
0.419,0.309,0.194,0.711,0.869,0.500
0.221,0.337,0.102,0.043,0.931,0.327
0.477,0.030,0.014,0.428,0.692,0.328
0.685,0.243,0.815,0.212,0.955,0.582
0.328,0.986,0.411,0.716,0.036,0.495
0.034,0.953,0.690,0.356,0.262,0.459
0.171,0.432,0.724,0.791,0.636,0.551
0.534,0.426,0.676,0.592,0.488,0.543
0.514,0.924,0.960,0.430,0.538,0.673
0.502,0.355,0.039,0.878,0.340,0.423
0.375,0.535,0.065,0.490,0.013,0.296
0.304,0.122,0.015,0.395,0.400,0.247
0.282,0.299,0.977,0.962,0.618,0.628
0.584,0.877,0.253,0.149,0.192,0.411
0.369,0.117,0.901,0.521,0.923,0.566
0.015,0.658,0.617,0.200,0.148,0.328
0.481,0.379,0.737,0.540,0.405,0.508
0.715,0.472,0.594,0.843,0.896,0.704
0.637,0.157,0.230,0.650,0.673,0.469
0.401,0.881,0.108,0.031,0.584,0.401
0.704,0.185,0.023,0.078,0.344,0.267
0.044,0.643,0.822,0.355,0.055,0.384
0.207,0.250,0.559,0.632,0.514,0.432
0.796,0.236,0.838,0.873,0.641,0.677
0.395,0.881,0.278,0.842,0.202,0.520
0.212,0.423,0.712,0.501,0.072,0.384
0.297,0.072,0.182,0.796,0.026,0.275
0.611,0.614,0.685,0.983,0.625,0.704
0.048,0.588,0.910,0.590,0.087,0.445
0.726,0.752,0.493,0.609,0.775,0.671
0.860,0.705,0.605,0.164,0.554,0.578
0.689,0.823,0.547,0.478,0.289,0.565
0.374,0.984,0.411,0.123,0.256,0.430
0.114,0.471,0.974,0.123,0.914,0.519
0.324,0.478,0.493,0.133,0.227,0.331
0.300,0.183,0.889,0.453,0.617,0.488
0.311,0.089,0.437,0.125,0.780,0.348
0.861,0.079,0.510,0.593,0.542,0.517
0.580,0.457,0.675,0.615,0.897,0.645
0.802,0.922,0.553,0.228,0.717,0.644
0.188,0.660,0.510,0.891,0.851,0.620
0.701,0.759,0.363,0.308,0.794,0.585
0.099,0.491,0.198,0.071,0.875,0.347
0.984,0.504,0.292,0.051,0.351,0.436
0.853,0.512,0.457,0.292,0.370,0.497
0.640,0.213,0.976,0.563,0.549,0.588
0.436,0.993,0.310,0.426,0.292,0.491
0.978,0.382,0.692,0.187,0.740,0.596
0.375,0.530,0.905,0.800,0.309,0.584
0.539,0.845,0.282,0.003,0.808,0.495
0.893,0.642,0.256,0.796,0.723,0.662
0.727,0.104,0.230,0.193,0.119,0.274
0.687,0.127,0.304,0.489,0.174,0.356
0.403,0.213,0.744,0.061,0.363,0.357
0.785,0.487,0.228,0.666,0.601,0.554
0.196,0.259,0.348,0.359,0.435,0.319
0.748,0.976,0.935,0.171,0.088,0.583
0.688,0.735,0.747,0.159,0.143,0.494
0.589,0.680,0.601,0.525,0.357,0.550
0.505,0.748,0.381,0.454,0.916,0.601
0.309,0.144,0.147,0.794,0.900,0.459
0.260,0.071,0.912,0.232,0.759,0.447
0.904,0.759,0.396,0.073,0.943,0.615
0.080,0.150,0.803,0.657,0.373,0.413
